cgpa,aptitude,communication,internship,training,coding,projects,placed
4.1,0,3,0,0,0,3,0
5.71,0,1,0,1,1,0,0
7.44,3,0,0,0,1,2,1
5.56,2,2,0,0,1,1,1
4.25,0,0,0,1,2,3,0
4.79,3,0,1,0,2,3,1
9.93,3,0,1,0,3,1,1
6.22,3,1,1,1,3,0,1
6.18,1,1,1,0,2,3,1
9.11,0,0,1,0,3,2,1
6.12,1,1,0,1,2,3,1
4.72,0,1,0,1,3,3,1
4.6,0,3,1,1,3,1,1
8.62,2,0,0,1,1,2,1
4.7,3,0,0,0,0,2,0
7.8,2,1,1,0,3,0,1
4.78,0,2,1,0,2,3,1
4.73,3,2,0,0,3,2,1
4.5,0,0,1,1,2,0,0
6.3,0,1,1,0,1,3,1
6.86,2,2,1,0,0,1,1
6.54,1,3,0,1,3,0,1
9.58,1,2,0,0,2,1,1
7.19,0,2,0,1,0,2,1
8.19,3,2,0,1,3,3,1
6.57,0,3,0,0,1,0,1
6.1,1,3,0,0,1,3,1
7.78,2,3,1,0,3,3,1
9.05,1,1,0,0,0,0,1
5.65,2,0,1,0,1,0,0
8.24,0,1,0,1,0,0,1
7.61,2,3,0,1,0,1,1
4.53,2,0,0,0,2,3,1
8.2,0,1,0,0,2,3,1
7.45,0,3,0,1,1,3,1
6.31,1,1,0,1,3,0,1
9.83,0,3,0,0,3,3,1
6.03,2,1,0,1,2,0,1
5.09,3,3,0,1,1,0,1
4.31,1,2,0,0,1,0,0
7.25,0,0,1,0,3,2,1
8.2,1,2,0,0,0,3,1
4.45,1,1,0,1,1,2,0
6.82,2,3,1,0,0,0,1
9.27,0,1,0,1,3,2,1
9.34,2,1,0,1,0,3,1
7.91,2,2,1,1,2,1,1
8.52,0,2,1,1,1,3,1
5.3,1,3,0,1,3,0,1
9.12,3,3,1,1,1,2,1
8.42,0,2,1,1,1,3,1
4.63,0,2,0,0,3,0,0
5.17,3,3,0,0,1,3,1
7.01,1,0,1,1,3,2,1
5.92,3,3,1,1,1,1,1
6.8,0,1,1,1,0,2,1
7.47,1,0,0,1,1,3,1
4.06,0,0,0,0,3,1,0
6.88,3,2,0,1,1,0,1
7.57,2,3,1,0,3,2,1
6.32,1,1,0,1,1,2,1
4.29,2,3,1,0,0,1,0
7.79,2,0,0,1,3,3,1
7.1,1,2,0,0,0,2,1
6.94,2,3,1,1,1,1,1
5.95,2,3,0,1,0,3,1
9.57,2,2,0,0,3,1,1
7.26,2,3,1,1,3,3,1
8.91,3,0,1,0,3,2,1
9.29,0,0,0,1,3,1,1
9.75,3,0,1,1,3,3,1
5.8,2,3,0,1,3,0,1
9.69,1,1,0,0,0,1,1
7.79,0,2,0,0,3,2,1
7.34,1,2,1,1,1,0,1
7.76,2,0,1,1,3,1,1
4.86,2,1,1,1,0,3,1
9.3,2,3,0,0,0,1,1
8.34,2,3,0,0,3,3,1
9.62,2,1,0,1,1,1,1
7.87,0,1,1,0,0,3,1
9.2,1,3,1,1,0,3,1
9.71,2,2,0,0,2,2,1
4.05,3,0,1,1,2,0,1
5.37,2,0,0,1,2,2,1
9.07,2,3,0,1,0,2,1
6.71,1,2,0,0,0,2,1
4.3,2,0,0,1,2,0,0
9.25,0,1,1,0,3,1,1
6.82,1,0,1,1,1,3,1
8.66,2,0,1,1,1,2,1
5.08,1,1,0,0,3,0,0
7.99,0,0,1,0,2,1,1
4.85,0,3,0,1,1,1,0
7.19,1,0,0,0,0,0,0
6.78,1,0,1,1,0,2,1
4.74,2,3,0,0,2,1,1
6.38,0,3,1,1,0,1,1
6.59,3,2,1,0,2,0,1
7.1,0,2,1,0,0,2,1
4.55,3,0,0,0,0,2,0
6.29,0,3,0,0,3,0,1
6.09,1,2,1,0,2,1,1
7.02,3,0,0,1,2,1,1
6.7,1,1,1,1,2,1,1
7.93,1,3,1,1,3,2,1
9.28,2,3,0,1,0,3,1
7.65,1,3,1,1,2,3,1
5.39,2,1,1,1,1,2,1
9.98,3,0,1,1,2,1,1
7.58,1,1,0,0,2,3,1
8.13,3,3,0,1,0,3,1
5.16,0,3,0,1,2,3,1
6.03,0,1,1,0,0,1,0
9.44,0,0,1,0,3,2,1
5.38,0,1,1,0,3,2,1
6.01,0,1,1,1,3,1,1
6.86,1,1,1,1,2,3,1
8.65,1,0,0,0,0,0,1
6.86,3,3,0,0,1,3,1
6.09,3,1,1,1,0,3,1
4.44,2,3,0,0,3,1,1
8.16,2,3,0,0,1,0,1
8.72,2,1,1,1,0,2,1
6.75,0,2,1,1,2,2,1
4.19,2,3,0,1,1,3,1
8.06,2,0,0,1,0,1,1
4.89,0,2,1,0,2,1,0
5.76,0,0,0,1,1,3,0
8.38,1,2,0,1,1,0,1
9.47,1,0,1,1,2,2,1
7.12,3,1,1,0,3,3,1
7.04,1,0,0,1,1,0,1
6.07,0,2,0,1,1,0,0
6.66,2,0,0,1,2,1,1
8.91,3,2,1,0,1,2,1
8.13,3,2,0,0,0,0,1
7.0,1,2,0,0,0,2,1
7.2,3,3,1,1,0,0,1
4.53,3,1,1,1,2,0,1
6.95,3,2,0,1,1,3,1
9.13,0,3,0,0,0,3,1
7.17,0,3,1,1,3,2,1
7.53,1,1,1,0,1,2,1
6.5,0,0,0,1,3,0,1
8.62,2,3,1,0,3,2,1
8.27,2,0,1,1,3,0,1
5.07,0,2,0,0,3,1,1
9.79,0,0,0,1,3,1,1
9.84,2,2,0,0,2,2,1
4.62,3,0,1,0,1,2,1
9.07,3,3,1,1,0,2,1
8.76,3,3,1,1,1,0,1
8.94,1,0,0,0,3,2,1
5.39,2,3,0,0,2,2,1
7.51,2,3,0,1,0,3,1
9.07,1,3,1,1,3,1,1
8.21,3,2,0,1,1,3,1
4.95,0,1,1,1,1,1,0
8.76,0,3,1,1,1,0,1
8.59,3,1,1,0,1,1,1
9.95,3,3,1,1,0,3,1
6.82,0,1,1,0,3,0,1
7.91,0,0,0,0,3,3,1
7.46,0,3,0,1,0,1,1
4.11,2,3,1,0,2,1,1
7.86,1,3,0,0,1,3,1
8.81,1,0,1,1,2,3,1
5.09,2,0,0,1,3,2,1
9.24,0,2,0,0,1,2,1
6.62,2,2,0,1,0,0,1
8.59,0,1,1,0,2,3,1
9.73,1,3,1,0,0,1,1
5.51,0,0,0,1,0,0,0
6.87,2,3,1,1,1,2,1
9.43,3,1,1,0,1,0,1
8.16,2,0,0,1,1,3,1
6.15,3,2,0,0,0,0,1
4.95,2,2,1,0,2,2,1
7.23,1,2,1,0,2,3,1
7.52,3,3,0,0,3,3,1
9.15,3,1,0,0,0,3,1
7.45,3,3,1,0,2,1,1
8.51,0,3,1,1,3,0,1
6.92,3,2,0,1,0,2,1
9.33,2,1,0,0,2,2,1
8.46,1,0,1,1,0,2,1
8.82,0,0,0,0,3,2,1
6.57,3,2,0,0,2,2,1
4.39,3,0,0,0,2,3,1
7.52,0,1,0,0,3,2,1
8.2,1,1,0,0,1,0,1
6.5,0,1,1,1,2,1,1
5.94,0,1,0,0,1,3,1
7.47,3,2,0,0,2,3,1
5.65,2,2,1,0,2,0,1
8.53,3,1,1,0,3,2,1
7.98,2,1,0,1,2,3,1
7.89,2,0,0,1,1,0,1
9.9,3,2,0,0,0,0,1
4.06,2,0,0,0,3,2,1
4.47,2,0,0,0,0,2,0
8.79,0,3,1,1,1,1,1
8.53,2,3,0,1,1,3,1
4.12,0,1,1,1,3,0,0
8.77,2,3,0,0,0,2,1
5.75,2,0,1,0,1,1,1
5.16,1,0,0,0,1,0,0
9.53,0,2,1,0,2,2,1
4.97,0,2,0,1,1,2,0
4.72,1,2,1,1,2,1,1
7.76,3,3,1,1,0,3,1
4.3,1,1,0,0,2,2,0
7.79,2,2,1,1,2,3,1
9.63,1,3,1,1,0,3,1
9.26,1,2,0,0,0,1,1
4.51,2,0,1,1,0,3,1
7.5,3,3,1,0,0,1,1
6.18,3,3,1,1,0,0,1
5.2,3,1,1,1,2,1,1
4.83,2,0,1,1,1,3,1
9.93,1,3,1,1,3,0,1
7.17,0,3,0,0,1,0,1
8.11,0,2,1,1,1,1,1
7.34,2,1,0,1,3,3,1
4.29,1,2,1,0,2,0,0
5.99,0,0,0,0,0,1,0
4.37,3,0,0,0,0,3,0
5.72,1,2,0,1,2,2,1
9.17,0,2,0,0,2,1,1
4.3,2,2,1,1,1,3,1
4.36,0,3,0,0,3,0,0
9.62,1,1,1,1,0,3,1
9.3,1,0,0,1,2,3,1
7.12,1,1,0,1,3,1,1
8.27,0,0,0,0,3,0,1
7.63,2,0,1,1,1,2,1
9.57,2,0,1,1,1,1,1
6.24,3,1,1,0,1,1,1
5.77,0,2,0,1,2,1,1
7.23,3,0,0,0,1,0,1
9.62,0,0,1,1,1,1,1
7.39,1,0,1,1,0,1,1
8.56,0,0,1,0,1,3,1
5.61,3,0,1,1,0,0,1
5.02,2,2,0,0,2,1,1
8.72,2,3,1,0,2,0,1
4.54,3,3,1,1,2,2,1
5.95,0,2,1,0,2,0,1
7.8,1,1,1,1,0,3,1
7.76,0,3,0,1,2,0,1
6.19,2,2,1,0,3,1,1
7.74,2,3,0,1,1,1,1
7.58,2,2,0,0,0,0,1
8.7,3,3,0,1,1,2,1
4.32,2,1,0,1,3,2,1
6.59,2,0,0,0,1,1,1
6.02,3,2,1,1,1,2,1
5.43,1,1,0,0,0,1,0
7.22,0,1,0,0,1,0,0
4.91,0,2,1,1,1,0,0
9.07,1,1,1,1,0,0,1
7.57,0,0,0,0,2,2,1
5.72,0,3,0,0,0,2,0
8.64,0,0,1,1,0,1,1
8.1,2,0,0,1,0,1,1
8.07,3,0,1,1,3,3,1
4.02,1,1,0,0,0,3,0
7.41,1,3,1,1,1,1,1
8.26,2,2,0,1,3,1,1
6.01,2,0,1,1,3,1,1
7.65,3,2,1,1,2,2,1
7.08,1,1,1,0,3,3,1
4.14,3,2,1,0,0,0,0
8.7,3,1,0,0,3,1,1
8.3,3,2,0,1,2,1,1
8.17,3,0,0,1,1,3,1
7.2,0,1,1,1,3,0,1
8.93,3,0,1,0,0,2,1
7.08,3,1,1,1,2,3,1
9.67,2,3,1,0,1,0,1
7.48,0,3,1,0,2,3,1
4.21,0,3,0,1,0,0,0
4.21,1,2,0,0,3,3,1
5.53,3,1,0,0,1,1,1
5.2,1,1,1,1,0,1,0
7.15,0,3,0,1,3,0,1
9.36,2,3,0,0,0,3,1
6.26,1,1,0,1,2,0,1
7.41,0,2,1,0,2,1,1
9.2,1,0,1,0,2,3,1
8.88,2,3,0,0,2,1,1
4.37,0,2,0,0,0,1,0
5.75,1,1,0,1,2,2,1
6.15,0,0,0,0,1,3,0
7.19,3,0,0,1,0,0,1
8.26,0,3,0,0,3,1,1
6.68,0,0,1,0,2,1,1
5.46,3,1,0,0,2,0,1
5.34,2,3,1,0,1,1,1
8.81,0,0,0,1,3,3,1
4.84,2,2,1,0,3,1,1
7.93,1,0,0,0,3,0,1
7.24,1,0,1,1,3,3,1
7.13,1,2,0,0,1,3,1
9.72,2,0,1,0,0,0,1
4.95,0,3,1,1,1,0,0
4.74,3,2,0,0,0,0,0
7.56,2,3,0,0,3,0,1
6.94,3,1,0,1,2,0,1
7.69,3,1,1,1,0,0,1
9.59,3,2,1,0,0,3,1
7.38,1,3,1,0,1,1,1
5.74,0,1,1,1,2,1,1
4.55,0,2,1,0,1,1,0
9.18,3,1,1,0,3,0,1
8.01,3,0,0,1,3,2,1
4.7,1,0,1,1,3,2,1
7.06,1,3,1,1,0,3,1
8.37,1,0,0,0,0,3,1
8.99,1,0,1,0,0,2,1
4.03,1,3,1,1,0,1,0
7.15,0,0,0,1,1,1,1
5.77,1,0,1,0,0,1,0
5.97,3,3,1,1,0,0,1
8.98,3,1,0,1,0,0,1
9.59,2,1,1,0,2,2,1
9.38,3,1,0,0,1,2,1
5.69,1,1,0,1,1,0,0
7.39,2,0,1,0,2,3,1
9.02,1,2,0,0,2,0,1
8.86,3,3,1,1,2,2,1
6.54,3,2,1,1,1,1,1
7.25,1,3,1,1,1,1,1
8.24,1,0,0,0,3,2,1
5.48,0,3,0,1,1,3,1
7.58,3,1,0,1,0,2,1
6.44,0,0,1,0,2,2,1
4.98,3,3,1,1,0,3,1
7.56,3,1,0,1,1,2,1
5.96,0,3,1,1,0,3,1
7.21,0,1,0,1,0,1,0
5.49,0,3,1,1,2,2,1
6.46,0,2,1,1,1,3,1
8.98,3,2,0,0,2,2,1
5.53,2,3,0,0,2,2,1
8.14,2,0,1,1,0,2,1
4.66,2,2,1,1,3,2,1
5.37,0,0,1,0,2,0,0
9.02,1,2,0,0,2,0,1
9.95,2,3,1,1,3,3,1
9.14,2,1,0,1,1,1,1
7.81,2,3,0,1,1,0,1
5.54,1,2,0,0,3,3,1
5.85,0,3,1,0,1,2,1
4.08,1,2,0,1,3,3,1
7.77,0,2,1,0,1,3,1
7.85,2,2,1,1,3,0,1
9.0,1,0,1,0,1,1,1
8.72,2,2,1,1,2,3,1
7.48,1,0,0,1,2,2,1
6.82,3,1,1,1,0,0,1
8.07,3,2,1,0,3,0,1
8.38,2,2,1,0,1,1,1
5.75,3,1,0,1,0,0,1
4.33,3,3,1,1,1,3,1
4.47,2,2,1,1,0,3,1
6.8,0,2,0,1,1,1,1
6.32,0,0,1,0,3,3,1
8.05,1,2,0,1,1,2,1
6.4,3,0,0,1,1,1,1
5.91,2,0,0,0,3,1,1
5.24,2,3,1,0,3,0,1
6.86,1,1,1,0,3,1,1
8.21,3,0,1,1,3,2,1
7.18,1,0,1,0,2,0,1
7.93,3,0,1,0,1,2,1
4.64,0,1,1,1,2,3,1
7.27,0,1,1,1,2,2,1
8.31,2,3,0,0,2,3,1
8.48,2,0,0,1,3,3,1
8.37,0,0,0,1,0,2,1
9.01,0,1,0,1,3,0,1
7.95,2,3,0,0,2,1,1
9.37,1,1,0,1,2,1,1
8.7,1,3,1,1,1,1,1
4.62,2,0,0,1,3,1,1
7.98,1,0,1,0,0,1,1
9.46,2,2,1,0,1,2,1
6.72,3,3,1,0,0,3,1
4.83,2,2,0,0,0,2,0
6.89,3,0,1,0,0,3,1
9.19,0,0,0,1,1,1,1
9.88,1,0,0,0,2,0,1
9.02,0,2,1,0,0,0,1
9.44,0,3,0,1,2,0,1
5.68,2,1,1,0,3,2,1
7.0,3,0,0,0,3,3,1
4.53,3,2,0,1,1,3,1
4.82,0,3,1,1,3,2,1
5.78,1,3,0,1,0,1,1
6.5,1,1,0,1,3,2,1
7.4,3,1,1,0,2,2,1
4.06,3,3,1,1,2,2,1
5.53,2,2,0,1,2,0,1
6.38,1,0,0,1,3,1,1
4.2,1,1,1,0,0,2,0
6.31,0,3,0,0,3,2,1
6.05,2,0,0,1,3,1,1
6.89,1,1,0,0,1,1,1
9.06,3,1,0,1,2,0,1
9.82,1,1,0,0,3,0,1
7.05,0,0,0,0,3,0,1
5.48,3,0,1,0,1,0,1
9.93,2,0,0,0,3,0,1
7.52,1,0,1,1,3,1,1
4.48,0,2,0,0,0,0,0
7.76,1,3,1,1,3,1,1
8.05,1,2,1,1,1,1,1
5.84,3,1,1,0,1,3,1
9.36,0,1,0,1,2,1,1
4.31,2,3,0,1,3,1,1
4.38,2,3,0,0,0,2,0
9.46,0,0,0,0,2,0,1
6.84,1,0,0,1,2,2,1
6.12,1,2,1,0,3,1,1
9.45,2,0,0,0,0,3,1
6.98,3,1,0,1,3,3,1
8.52,2,1,0,0,3,1,1
4.21,1,0,0,0,0,2,0
4.22,0,2,0,0,1,2,0
8.95,3,3,1,1,3,1,1
9.87,1,1,1,0,3,3,1
8.38,3,3,1,0,3,3,1
8.38,3,2,1,0,1,0,1
4.51,1,0,0,0,2,0,0
4.32,2,2,1,1,3,3,1
4.67,3,0,1,1,1,2,1
6.39,3,1,0,1,1,1,1
8.52,0,3,1,0,2,2,1
9.47,2,0,1,0,3,0,1
4.14,0,3,1,0,2,1,0
4.7,2,2,0,0,3,1,1
4.91,1,1,1,0,2,2,1
8.82,3,2,1,0,1,3,1
4.33,1,2,1,1,2,2,1
5.24,3,0,1,0,2,1,1
5.98,2,2,0,1,3,0,1
6.9,2,0,1,1,2,3,1
4.88,1,3,1,0,2,1,1
4.94,2,1,0,0,0,2,0
9.21,0,1,0,1,2,2,1
7.83,3,1,1,0,2,2,1
7.86,3,2,1,1,3,1,1
9.03,0,0,1,0,0,1,1
5.51,3,2,1,1,2,2,1
7.14,2,0,0,1,3,1,1
5.74,3,3,1,1,2,2,1
5.96,0,3,1,1,0,0,1
7.62,1,3,1,0,3,2,1
5.05,1,0,0,1,1,2,0
7.92,0,0,0,1,0,2,1
5.63,0,2,0,0,3,2,1
5.71,0,2,1,1,0,2,1
6.85,0,2,1,0,1,0,1
8.1,3,0,0,0,2,3,1
4.95,1,1,0,0,2,3,1
9.16,2,1,0,1,2,0,1
8.95,0,1,1,1,2,3,1
7.41,0,3,1,0,1,2,1
5.59,2,2,1,0,2,3,1
8.63,0,1,0,1,3,0,1
9.26,0,1,1,1,0,0,1
4.02,2,1,0,0,0,1,0
7.01,2,3,1,1,1,3,1
9.83,1,1,0,1,1,0,1
7.34,0,0,0,1,3,2,1
5.43,2,1,0,1,1,0,0
5.46,0,2,1,1,1,0,0
9.54,0,0,1,1,2,1,1
8.3,1,3,0,0,0,0,1
4.77,0,2,0,1,1,3,1
7.29,1,3,1,1,0,3,1
7.0,2,1,1,0,1,3,1
4.76,1,3,0,1,1,3,1
6.29,3,3,1,0,3,0,1
5.22,1,0,1,0,1,3,1
9.7,2,2,0,1,2,3,1
4.55,1,3,1,0,0,2,1
4.06,0,3,1,0,1,1,0
7.93,2,3,1,1,2,0,1
5.15,3,2,0,0,3,2,1
7.84,2,1,1,1,2,0,1
7.44,0,2,0,0,3,0,1
4.99,3,3,0,1,0,0,1
5.11,2,2,0,0,2,1,1
8.05,2,3,0,1,2,0,1
6.65,1,2,0,1,3,3,1
8.94,1,1,1,0,1,2,1
7.56,1,3,1,1,3,1,1
6.42,3,3,1,1,3,0,1
9.92,0,3,0,1,0,1,1
6.49,0,2,0,0,0,3,1
9.5,1,1,1,0,0,1,1
9.29,1,2,1,0,3,3,1
8.97,0,2,0,1,2,1,1
9.1,2,1,0,1,3,0,1
9.46,3,3,0,0,1,2,1
5.59,3,2,1,0,0,2,1
7.44,0,0,0,1,0,3,1
9.09,3,3,0,0,0,3,1
6.53,3,0,0,1,0,0,1
4.28,0,1,1,0,2,3,1
4.87,0,2,0,0,2,1,0
8.18,3,0,1,0,1,3,1
5.93,3,1,1,0,1,1,1
8.92,0,1,1,1,0,1,1
4.71,1,2,1,1,0,0,0
8.75,2,2,1,1,2,1,1
5.89,0,2,0,1,3,3,1
4.53,1,2,0,1,2,3,1
4.0,1,3,1,1,0,1,0
6.92,0,1,0,1,3,0,1
6.79,2,0,0,1,0,0,0
7.74,0,0,0,0,1,2,1
7.41,1,3,0,0,2,0,1
7.58,1,2,0,0,1,1,1
6.66,0,0,0,0,0,0,0
9.76,1,0,1,0,0,1,1
5.45,3,1,1,0,1,1,1
8.25,1,2,0,0,0,0,1
7.56,1,1,0,0,0,0,0
8.32,3,0,0,1,1,0,1
5.23,0,0,0,0,1,2,0
5.39,1,1,1,1,0,0,0
5.63,1,3,1,0,0,1,1
7.44,3,0,1,0,0,0,1
4.3,1,0,0,1,2,0,0
8.8,0,2,1,1,0,3,1
7.98,3,0,1,0,0,2,1
4.47,0,3,0,1,0,0,0
6.62,1,3,0,1,2,0,1
5.58,0,3,0,1,3,3,1
4.61,1,1,1,0,2,3,1
5.59,2,1,1,0,2,0,1
5.96,2,2,0,0,0,2,1
4.24,1,0,1,0,1,2,0
8.66,2,1,1,0,1,2,1
9.65,1,3,1,0,3,0,1
9.8,0,2,1,1,2,3,1
9.56,0,0,0,0,1,1,1
7.01,1,2,1,1,2,1,1
4.14,1,2,0,0,2,2,0
4.97,3,0,1,1,3,1,1
4.85,0,0,1,1,2,1,0
4.42,3,1,1,0,1,1,1
7.71,3,0,0,0,1,3,1
8.54,3,3,0,0,0,3,1
9.01,0,0,1,1,3,2,1
7.98,2,2,0,0,3,0,1
4.04,1,0,0,1,2,0,0
6.47,1,1,0,1,0,1,0
8.87,1,0,0,1,2,0,1
6.58,0,2,1,1,3,0,1
6.57,2,0,0,1,1,2,1
7.94,2,2,0,0,1,0,1
6.38,1,1,0,0,2,2,1
6.37,2,2,0,1,0,0,1
9.68,0,3,1,1,1,0,1
5.16,3,3,1,0,3,1,1
9.04,3,3,0,0,3,2,1
9.16,1,2,0,1,2,2,1
6.68,3,0,0,1,1,1,1
5.36,2,1,1,1,2,0,1
5.44,3,0,1,1,0,2,1
8.14,2,3,1,0,2,3,1
7.56,0,2,1,0,1,2,1
8.33,3,1,1,0,1,1,1
8.68,3,1,1,0,0,0,1
9.03,0,0,0,0,2,3,1
6.92,0,1,0,0,1,0,0
4.06,2,3,1,1,1,3,1
4.53,1,0,0,1,0,2,0
7.66,2,1,1,0,2,0,1
4.96,0,3,1,1,2,1,1
6.89,0,0,1,0,3,3,1
9.23,2,1,1,0,3,0,1
6.62,2,0,1,1,0,0,1
5.33,2,0,0,0,3,0,1
5.89,3,0,1,1,1,0,1
5.83,0,0,1,0,1,1,0
7.56,2,1,0,0,1,2,1
6.42,1,2,0,1,2,1,1
9.82,2,1,1,0,3,1,1
4.13,0,3,0,1,0,2,0
9.18,1,1,1,0,0,1,1
4.02,2,3,1,0,3,3,1
9.83,2,1,0,0,2,1,1
6.76,3,3,1,0,3,3,1
9.53,2,3,0,1,2,1,1
6.6,3,2,1,0,0,1,1
4.9,3,1,0,0,0,3,1
6.53,3,0,1,0,1,1,1
6.91,1,1,1,0,1,1,1
9.49,1,1,1,0,0,1,1
7.79,0,0,1,1,1,0,1
5.46,2,0,1,1,0,3,1
6.86,0,1,0,0,1,1,0
6.89,0,0,1,1,1,2,1
7.89,0,2,0,0,0,3,1
4.12,1,1,0,0,0,2,0
7.54,3,1,1,0,2,3,1
6.69,2,1,1,0,2,3,1
6.04,1,1,1,0,3,3,1
7.67,3,2,1,0,2,1,1
4.58,2,1,0,0,3,2,1
8.12,1,3,0,1,3,2,1
6.17,3,3,1,1,0,1,1
5.97,1,3,1,1,0,2,1
4.14,0,3,1,1,1,3,1
9.13,0,1,1,0,0,2,1
8.5,2,0,0,0,3,1,1
5.91,1,2,0,0,3,3,1
6.79,0,3,1,1,3,0,1
8.5,2,0,1,0,2,1,1
8.73,3,3,1,1,0,1,1
4.98,1,0,0,1,0,1,0
5.52,1,1,0,0,1,3,1
9.43,0,2,0,1,0,0,1
7.07,1,2,0,1,1,3,1
9.05,1,0,1,0,0,0,1
4.78,3,2,1,0,2,0,1
9.69,3,1,0,1,3,1,1
8.61,2,1,0,0,2,2,1
4.67,1,0,0,0,1,0,0
6.32,3,3,0,0,3,1,1
4.61,3,0,0,1,3,3,1
6.31,2,3,0,0,3,1,1
4.04,3,1,0,1,0,2,0
9.52,0,1,0,0,2,0,1
7.93,2,2,1,0,3,2,1
4.36,3,0,0,0,3,2,1
9.14,3,2,0,0,3,1,1
4.8,2,1,1,0,3,2,1
5.01,3,1,1,0,1,0,1
8.77,3,0,1,0,3,3,1
5.9,1,2,0,0,1,2,1
7.74,1,2,0,0,3,3,1
4.01,3,0,1,1,2,2,1
4.09,3,3,0,0,0,0,0
8.77,3,2,1,1,3,3,1
6.41,2,0,1,0,0,1,1
6.47,1,1,0,1,1,2,1
4.36,2,0,1,1,2,2,1
8.69,1,1,1,1,3,2,1
5.12,3,2,1,1,2,1,1
8.12,1,2,0,1,1,0,1
5.38,1,3,1,1,3,3,1
6.57,1,0,0,0,0,2,0
7.65,2,2,1,1,1,3,1
6.19,2,2,1,0,2,1,1
9.32,2,1,0,0,2,2,1
8.45,2,3,1,0,2,1,1
5.28,1,3,1,1,0,0,1
9.49,2,0,1,1,0,3,1
9.69,1,2,0,0,2,1,1
5.22,1,0,1,1,2,3,1
6.89,1,0,1,1,1,3,1
4.45,2,0,0,0,2,0,0
6.23,3,2,1,0,1,2,1
4.7,3,3,1,0,0,1,1
9.12,2,2,0,1,2,1,1
4.87,1,1,1,1,3,2,1
4.75,3,2,1,0,2,2,1
7.21,1,0,0,0,2,1,1
6.37,3,2,0,0,0,3,1
9.16,1,0,1,0,0,1,1
4.1,3,3,1,1,1,3,1
5.68,3,2,0,1,2,1,1
5.65,3,2,1,1,3,2,1
4.17,0,0,0,0,2,1,0
8.89,1,1,1,1,2,2,1
5.56,1,1,1,0,3,2,1
7.63,0,2,1,0,2,3,1
4.35,0,1,0,0,0,0,0
6.8,2,3,1,1,0,3,1
5.49,1,0,0,1,0,1,0
5.68,3,3,1,0,3,1,1
6.11,3,2,0,1,2,1,1
5.26,2,2,0,1,2,1,1
4.81,2,3,0,0,2,2,1
8.9,2,2,1,1,1,3,1
8.93,1,2,0,0,0,1,1
5.53,2,2,0,0,2,3,1
4.39,1,1,0,1,3,2,1
4.34,3,3,1,0,1,3,1
9.38,3,3,0,0,0,2,1
9.82,1,2,1,0,0,2,1
8.04,2,2,1,0,2,1,1
8.91,2,2,0,1,0,1,1
5.24,3,0,1,1,1,2,1
4.9,2,2,1,1,1,2,1
6.1,2,2,1,1,0,0,1
9.63,1,0,0,1,2,2,1
7.65,1,0,1,0,2,1,1
5.33,3,0,1,0,0,2,1
4.37,2,2,0,1,1,0,0
9.32,0,0,1,0,0,2,1
5.48,3,1,1,1,2,0,1
8.53,0,1,1,1,1,1,1
8.47,0,1,1,0,0,3,1
5.61,0,0,0,0,3,2,1
7.92,2,3,0,1,2,0,1
6.49,3,1,0,0,0,3,1
4.17,1,0,1,0,2,0,0
4.48,1,1,1,0,1,0,0
8.76,3,1,1,0,1,3,1
4.05,2,2,1,0,2,3,1
5.79,1,2,0,1,0,3,1
5.57,3,0,0,0,3,2,1
8.55,2,1,1,0,1,3,1
6.86,0,1,1,0,1,3,1
9.76,3,0,1,1,3,2,1
4.38,0,3,1,0,3,3,1
8.74,1,3,1,1,1,3,1
4.94,0,1,0,0,0,1,0
8.52,0,3,1,0,3,1,1
5.54,3,1,1,0,2,1,1
9.79,1,3,0,0,1,0,1
7.21,1,2,0,0,3,0,1
7.35,2,2,0,0,2,2,1
6.27,3,0,1,1,1,2,1
8.74,1,0,1,1,0,3,1
4.07,0,2,0,1,2,0,0
6.45,3,0,0,0,3,3,1
9.88,1,2,0,1,2,3,1
5.56,1,2,1,1,2,2,1
6.05,1,1,0,0,2,0,0
6.49,1,2,1,1,3,0,1
5.31,3,1,0,0,2,3,1
4.58,0,0,1,0,0,0,0
8.25,1,1,1,1,0,2,1
4.89,2,0,0,0,3,2,1
9.08,2,3,1,1,3,1,1
6.04,1,3,0,0,2,1,1
9.41,1,1,1,0,3,0,1
4.93,0,2,0,0,1,2,0
6.3,3,2,0,1,0,0,1
9.98,2,1,0,0,2,0,1
5.18,0,2,0,0,0,1,0
9.78,1,2,0,0,2,1,1
8.69,1,0,1,1,2,3,1
6.45,2,2,0,1,3,3,1
8.82,1,0,0,1,2,0,1
9.59,3,0,0,1,1,2,1
5.89,2,0,0,0,0,2,0
8.66,2,3,1,0,0,1,1
7.14,0,3,1,1,0,2,1
5.53,1,3,1,0,0,3,1
4.46,3,3,0,1,3,1,1
5.63,1,0,1,1,0,3,1
7.73,3,1,1,1,1,2,1
5.9,2,2,0,0,1,2,1
4.12,0,2,0,0,1,1,0
6.19,3,0,1,1,3,2,1
9.57,3,3,0,0,2,1,1
6.8,3,2,0,0,3,1,1
4.54,1,0,0,1,1,1,0
7.21,0,1,0,1,2,1,1
8.78,0,0,1,0,3,1,1
9.65,1,2,0,0,1,0,1
4.61,1,3,0,1,1,1,1
7.33,1,2,1,1,3,0,1
6.67,0,1,0,1,2,2,1
8.0,3,3,0,1,1,2,1
9.8,2,2,0,1,2,1,1
